,X_train (sequence),y_train
334,"0.7289,0.687,0.7072,0.7868,0.8682,0.9078,0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262",0.4541
335,"0.687,0.7072,0.7868,0.8682,0.9078,0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541",0.3899
336,"0.7072,0.7868,0.8682,0.9078,0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899",0.4134
337,"0.7868,0.8682,0.9078,0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134",0.4142
338,"0.8682,0.9078,0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142",0.43
339,"0.9078,0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43",0.4528
340,"0.9741,1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528",0.4247
341,"1,0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247",0.3909
342,"0.8997,0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909",0.4418
343,"0.8887,0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418",0.4448
344,"0.7174,0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448",0.4645
345,"0.6233,0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645",0.4635
346,"0.6407,0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635",0.4533
347,"0.5921,0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533",0.44
348,"0.6862,0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44",0.4597
349,"0.6458,0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597",0.4208
350,"0.6913,0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208",0.4175
351,"0.8232,0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175",0.4558
352,"0.8437,0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558",0.5042
353,"0.7639,0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042",0.472
354,"0.7251,0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472",0.5236
355,"0.6622,0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236",0.6453
356,"0.5492,0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453",0.6545
357,"0.5262,0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545",0.6474
358,"0.4541,0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474",0.7082
359,"0.3899,0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082",0.7415
360,"0.4134,0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415",0.7389
361,"0.4142,0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389",0.7133
362,"0.43,0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133",0.7389
363,"0.4528,0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389",0.7072
364,"0.4247,0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072",0.8002
365,"0.3909,0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002",0.7594
366,"0.4418,0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594",0.6857
367,"0.4448,0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857",0.4725
368,"0.4645,0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725",0.6
369,"0.4635,0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6",0.5836
370,"0.4533,0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836",0.592
371,"0.44,0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592",0.5876
372,"0.4597,0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876",0.5866
373,"0.4208,0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866",0.5957
374,"0.4175,0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866,0.5957",0.5833
375,"0.4558,0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866,0.5957,0.5833",0.589
376,"0.5042,0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866,0.5957,0.5833,0.589",0.6288
377,"0.472,0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866,0.5957,0.5833,0.589,0.6288",0.7386
378,"0.5236,0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866,0.5957,0.5833,0.589,0.6288,0.7386",0.6495
379,"0.6453,0.6545,0.6474,0.7082,0.7415,0.7389,0.7133,0.7389,0.7072,0.8002,0.7594,0.6857,0.4725,0.6,0.5836,0.592,0.5876,0.5866,0.5957,0.5833,0.589,0.6288,0.7386,0.6495",0.6502
