,X_test (sequence),y_test
40,"0.5564,0.5535,0.5606,0.5644,0.5888,0.5914,0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577",0.5574
41,"0.5535,0.5606,0.5644,0.5888,0.5914,0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574",0.5593
42,"0.5606,0.5644,0.5888,0.5914,0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593",0.5541
43,"0.5644,0.5888,0.5914,0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541",0.5557
44,"0.5888,0.5914,0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557",0.5577
45,"0.5914,0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577",0.5882
46,"0.5741,0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882",0.5644
47,"0.566,0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644",0.5207
48,"0.5827,0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207",0.523
49,"0.5908,0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523",0.5259
50,"0.5869,0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259",0.5342
51,"0.5876,0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342",0.521
52,"0.6043,0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521",0.522
53,"0.604,0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522",0.5332
54,"0.6473,0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332",0.5406
55,"0.6634,0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406",0.512
56,"0.6917,0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512",0.5303
57,"0.7097,0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303",0.5281
58,"0.6968,0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281",0.5406
59,"0.7155,0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406",0.5168
60,"0.7026,0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168",0.4989
61,"0.639,0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989",0.5011
62,"0.6242,0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011",0.5034
63,"0.63,0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034",0.4895
64,"0.6287,0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895",0.4892
65,"0.6069,0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892",0.4821
66,"0.6364,0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821",0.4786
67,"0.6248,0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786",0.4706
68,"0.6351,0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706",0.4818
69,"0.6351,0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818",0.4651
70,"0.621,0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651",0.449
71,"0.6268,0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449",0.4446
72,"0.6097,0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446",0.4413
73,"0.5962,0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413",0.4099
74,"0.5924,0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099",0.406
75,"0.5888,0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406",0.3938
76,"0.5487,0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938",0.4063
77,"0.5471,0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063",0.3626
78,"0.5564,0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626",0.3382
79,"0.5789,0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382",0.3321
80,"0.5776,0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382,0.3321",0.3455
81,"0.5644,0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382,0.3321,0.3455",0.3787
82,"0.5599,0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382,0.3321,0.3455,0.3787",0.3607
83,"0.5535,0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382,0.3321,0.3455,0.3787,0.3607",0.352
84,"0.5657,0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382,0.3321,0.3455,0.3787,0.3607,0.352",0.3719
85,"0.5419,0.54,0.5442,0.5532,0.5651,0.5602,0.558,0.5676,0.575,0.5779,0.5853,0.5731,0.5609,0.5619,0.5577,0.5574,0.5593,0.5541,0.5557,0.5577,0.5882,0.5644,0.5207,0.523,0.5259,0.5342,0.521,0.522,0.5332,0.5406,0.512,0.5303,0.5281,0.5406,0.5168,0.4989,0.5011,0.5034,0.4895,0.4892,0.4821,0.4786,0.4706,0.4818,0.4651,0.449,0.4446,0.4413,0.4099,0.406,0.3938,0.4063,0.3626,0.3382,0.3321,0.3455,0.3787,0.3607,0.352,0.3719",0.3838
